# Synthetic 3D MT data written in Matlab
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error
> Full_Impedance
> exp(-i\omega t)
> [V/m]/[T]
> 0.00
> 0.000 0.000
> 4 198
1.000000E+00 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-006    0.000    0.000    41000.000    39375.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-006    0.000    0.000    41000.000    39375.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-007    0.000    0.000    41000.000    40625.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-007    0.000    0.000    41000.000    40625.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+01 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+02 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-008    0.000    0.000    41000.000    41875.000        0.000 ZXY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYX    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+03 006-008    0.000    0.000    41000.000    41875.000        0.000 ZYY    0.000000E+00    0.000000E+00    1.000000E+00
1.000000E+00 006-009    0.000    0.000    41000.000    43750.000        0.000 ZXX    0.000000E+00    0.000000E+00    1.000000E+00
